ID,Recency,Recency_Level,Frequency,Frequency_Level,Monetary_Value,Monetary_Value_Level,Observation_Period,Churn
3788,50,Low,32,Low,8326.12,Medium,1940,1
3789,43,Low,51,Medium,4810.26,Medium,2335,0
3790,232,High,13,Low,495.55,Low,1,1
3791,36,Low,92,Medium,7403.5025,Medium,2389,0
3792,103,High,57,Medium,26146.2,High,2018,1
3793,51,Medium,39,Low,12571.75,High,1547,0
3794,44,Low,57,Medium,6355.83,Medium,2354,0
3795,342,High,20,Low,691.43,Low,1,1
3796,148,High,21,Low,166,Low,93,1
3797,41,Low,33,Low,3771.5,Medium,2305,0
3798,210,High,24,Low,3811.63,Medium,1520,1
3799,47,Low,30,Low,6922.95,Medium,1741,0
3800,66,Medium,34,Low,4098.08,Medium,2145,0
3801,35,Low,168,High,44282.63,High,2409,0
3802,33,Low,27,Low,4092.89,Medium,2357,0
3803,41,Low,31,Low,6236.52,Medium,2195,0
3804,48,Low,39,Low,4501.81,Medium,2276,0
3805,33,Low,67,Medium,7094.1065,Medium,2396,0
3806,33,Low,27,Low,3923.47,Medium,1277,0
3807,47,Low,24,Low,2288.41,Medium,1709,0
3808,103,High,17,Low,2680.04,Medium,1491,0
3809,63,Medium,15,Low,529.2,Low,1,0
3810,172,High,25,Low,3905.7,Medium,1387,1
3811,32,Low,23,Low,6267.58,Medium,2381,0
3812,163,High,24,Low,1497.32,Medium,1631,1
3813,69,Medium,47,Low,6466.68,Medium,2206,0
3814,122,High,22,Low,829.13,Low,1040,1
3815,43,Low,32,Low,1495.75,Medium,2361,0
3816,35,Low,46,Low,10043.22,High,2403,0
3817,46,Low,56,Medium,9480.06,Medium,2090,0
3818,33,Low,47,Low,6110.31,Medium,2376,0
3819,66,Medium,40,Low,4660.21,Medium,2150,0
3820,36,Low,28,Low,6099.52,Medium,2263,1
3821,46,Low,42,Low,5564.37,Medium,2268,0
3822,36,Low,21,Low,797.54,Low,257,0
3823,74,Medium,31,Low,5652.89,Medium,2178,0
3824,40,Low,48,Low,9636.53,Medium,2300,0
3825,66,Medium,59,Medium,15206.83,High,2237,0
3826,38,Low,30,Low,1998.07,Medium,1621,0
3827,36,Low,34,Low,6466.17,Medium,2231,0
3828,504,High,18,Low,470.91,Low,1,1
3829,45,Low,70,Medium,54575.06,High,2303,0
3830,48,Low,35,Low,4811.3,Medium,2268,0
3831,33,Low,27,Low,3322.57,Medium,2378,0
3832,51,Medium,30,Low,3460.65,Medium,1288,0
3833,340,High,15,Low,1373.59,Medium,814,1
3834,53,Medium,50,Low,6391.12,Medium,2226,0
3835,61,Medium,25,Low,2431.58,Medium,2203,0
3836,34,Low,19,Low,456.24,Low,1,0
3837,124,High,27,Low,3889.81,Medium,1944,0
3838,68,Medium,17,Low,1959.58,Medium,1746,0
3839,375,High,21,Low,823.28,Low,516,1
3840,50,Low,50,Low,13334.94,High,2293,0
3841,37,Low,37,Low,6783.38,Medium,2357,0
3842,33,Low,56,Medium,51927.62,High,1970,0
3843,260,High,16,Low,319.72,Low,1,1
3844,40,Low,80,Medium,36138.92,High,2391,0
3845,34,Low,24,Low,1187.84,Medium,361,0
3846,33,Low,40,Low,6956.32,Medium,1889,0
3847,190,High,22,Low,895.54,Low,85,1
3848,165,High,23,Low,2911.71,Medium,1696,0
3849,64,Medium,27,Low,3210.56,Medium,2257,0
3850,106,High,40,Low,8317.78,Medium,2014,0
3851,44,Low,26,Low,3529.91,Medium,2322,0
3852,111,High,36,Low,3357.26,Medium,2012,1
3853,35,Low,46,Low,12405,High,2269,0
3854,59,Medium,47,Low,39952.87,High,2196,0
3855,46,Low,43,Low,12902.02,High,2351,1
3856,37,Low,73,Medium,12654.93,High,2384,0
3857,47,Low,30,Low,3989.95,Medium,1892,0
3858,47,Low,36,Low,5368.07,Medium,2194,0
3859,93,Medium,31,Low,3412.26,Medium,2062,1
3860,38,Low,46,Low,7111.35,Medium,1610,0
3861,348,High,13,Low,177,Low,1,1
3862,73,Medium,24,Low,925.1,Low,764,0
3863,32,Low,24,Low,12187.2,High,2368,0
3864,48,Low,50,Low,10390.6,High,2243,0
3865,45,Low,56,Medium,5635.32,Medium,2342,0
3866,212,High,36,Low,7211.46,Medium,1518,1
3867,34,Low,20,Low,525.87,Low,104,0
3868,33,Low,34,Low,2387.33,Medium,2161,0
3869,47,Low,34,Low,5490.31,Medium,1042,0
3870,98,Medium,16,Low,538.02,Low,1,0
3871,269,High,42,Low,17822.81,High,1217,1
3872,39,Low,19,Low,775.84,Low,74,0
3873,33,Low,19,Low,1306.34,Medium,822,0
3874,169,High,31,Low,5096.36,Medium,1678,0
3875,32,Low,51,Medium,16869.85,High,2403,0
3876,36,Low,187,High,9861.6775,Medium,2410,0
3877,76,Medium,31,Low,4120,Medium,748,0
3878,226,High,29,Low,1526.38,Medium,1176,1
3879,61,Medium,42,Low,14137.48,High,1285,0
3880,351,High,16,Low,418.18,Low,1,1
3881,32,Low,34,Low,20684.59,High,449,0
3882,65,Medium,42,Low,5271.99,Medium,2213,0
3883,69,Medium,20,Low,337.97,Low,1,0
3884,239,High,24,Low,1266.6,Medium,1378,1
3885,50,Low,32,Low,3355.8,Medium,2248,0
3886,37,Low,24,Low,3147.22,Medium,391,0
3887,223,High,23,Low,3569.86,Medium,1335,1
3888,46,Low,24,Low,1119.4,Medium,1494,0
3889,168,High,17,Low,265.4,Low,1,1
3890,33,Low,38,Low,6760.72,Medium,1555,0
3891,50,Low,28,Low,4208.73,Medium,1290,0
3892,31,Low,32,Low,2895.78,Medium,2405,0
3893,116,High,24,Low,1713.96,Medium,1770,1
3894,32,Low,18,Low,1780.36,Medium,1271,0
3895,41,Low,39,Low,5309.63,Medium,2284,0
3896,113,High,17,Low,1170.32,Medium,1,1
3897,329,High,30,Low,17602.11,High,929,1
3898,32,Low,39,Low,7867.71,Medium,2115,0
3899,36,Low,65,Medium,14732.56,High,2406,0
3900,247,High,38,Low,3524.58,Medium,1293,1
3901,47,Low,37,Low,4011.14,Medium,1303,0
3902,34,Low,41,Low,4585.67,Medium,2369,0
3903,170,High,37,Low,6971.66,Medium,1701,1
3904,58,Medium,20,Low,2059.74,Medium,2140,0
3905,115,High,48,Low,12744.93,High,1758,1
3906,35,Low,35,Low,8013.07,Medium,2329,0
3907,97,Medium,24,Low,2414.17,Medium,2095,0
3908,47,Low,36,Low,4869.02,Medium,2333,0
3909,34,Low,20,Low,5534.57,Medium,649,0
3910,42,Low,37,Low,6759.11,Medium,1417,0
3911,47,Low,46,Low,14348.67,High,2290,0
3912,35,Low,65,Medium,25981.63,High,2257,0
3913,121,High,40,Low,15384.86,High,1967,1
3914,59,Medium,27,Low,3017.57,Medium,868,0
3915,116,High,23,Low,2699.04,Medium,678,1
3916,57,Medium,33,Low,6601.39,Medium,2221,0
3917,40,Low,29,Low,2085.64,Medium,1520,0
3918,327,High,19,Low,444.61,Low,1,1
3919,289,High,21,Low,268,Low,1,1
3920,57,Medium,45,Low,13964.9,High,2298,0
3921,157,High,40,Low,11714.53,High,1750,1
3922,43,Low,42,Low,5469.01,Medium,2265,0
3923,62,Medium,24,Low,1865.2,Medium,438,0
3924,32,Low,20,Low,1145.81,Medium,2097,0
3925,38,Low,51,Medium,17131.74,High,2315,0
3926,54,Medium,44,Low,5234.46,Medium,2310,0
3927,60,Medium,32,Low,2472.61,Medium,1449,0
3928,48,Low,30,Low,3990.46,Medium,2292,0
3929,55,Medium,44,Low,9393.97,Medium,2275,0
3930,37,Low,39,Low,10402.78,High,2372,0
3931,154,High,28,Low,1561.77,Medium,204,1
3932,33,Low,48,Low,5093.02,Medium,2366,0
3933,64,Medium,28,Low,7426.54,Medium,660,0
3934,47,Low,31,Low,4318.5,Medium,975,0
3935,86,Medium,28,Low,6057.27,Medium,2117,0
3936,213,High,34,Low,4822.15,Medium,1503,1
3937,42,Low,18,Low,1510.11,Medium,154,0
3938,47,Low,35,Low,3851.49,Medium,1294,0
3939,36,Low,29,Low,2649.75,Medium,2386,0
3940,39,Low,42,Low,9345.42,Medium,622,0
3941,55,Medium,49,Low,5183.29,Medium,2058,0
3942,33,Low,75,Medium,17188.37,High,2424,0
3943,43,Low,52,Medium,50913.25,High,1633,0
3944,38,Low,62,Medium,18853.53,High,2336,0
3945,36,Low,56,Medium,5526.71,Medium,2405,0
3946,37,Low,16,Low,458.37,Low,5,0
3947,270,High,20,Low,1780.16,Medium,1183,1
3948,34,Low,78,Medium,96201.57,High,2144,0
3949,96,Medium,31,Low,2846.85,Medium,1886,0
3950,62,Medium,67,Medium,52610.51,High,2165,0
3951,34,Low,43,Low,8030.21,Medium,2352,0
3952,50,Low,47,Low,7617.55,Medium,2274,0
3953,33,Low,25,Low,2018.84,Medium,724,0
3954,45,Low,36,Low,8608.47,Medium,2332,0
3955,49,Low,14,Low,972.89,Low,1,0
3956,152,High,24,Low,2910.77,Medium,1679,0
3957,235,High,28,Low,3113.45,Medium,1414,0
3958,513,High,14,Low,115,Low,1,1
3959,57,Medium,16,Low,915.83,Low,695,0
3960,44,Low,56,Medium,17112.43,High,2314,0
3961,101,High,45,Low,3256.75,Medium,2046,1
3962,36,Low,154,High,6837.173,Medium,2411,0
3963,90,Medium,35,Low,3037.46,Medium,2046,0
3964,41,Low,38,Low,4649.72,Medium,2336,0
3965,45,Low,54,Medium,32404.26,High,1280,0
3966,507,High,12,Low,152.76,Low,1,1
3967,47,Low,27,Low,3980.13,Medium,2055,0
3968,41,Low,164,High,90727.97,High,2384,0
3969,116,High,14,Low,483.6,Low,1,0
3970,32,Low,48,Low,8007.39,Medium,2403,0
3971,31,Low,88,Medium,54787.07,High,2395,0
3972,37,Low,30,Low,3710.26,Medium,2109,0
3973,77,Medium,26,Low,8578.01,Medium,955,0
3974,366,High,20,Low,641.04,Low,729,1
3975,345,High,15,Low,433.47,Low,512,1
3976,145,High,25,Low,2380.47,Medium,1726,0
3977,36,Low,40,Low,6045.58,Medium,2381,0
3978,45,Low,102,High,66434.9,High,2289,0
3979,74,Medium,51,Medium,9884.78,Medium,2152,0
3980,122,High,15,Low,358.96,Low,1,1
3981,33,Low,186,High,15348.395,High,1700,0
3982,35,Low,36,Low,5001.61,Medium,2402,0
3983,48,Low,17,Low,379.94,Low,1,1
3984,215,High,14,Low,265.63,Low,1,1
3985,463,High,15,Low,798.58,Low,170,1
3986,34,Low,66,Medium,38423.81,High,2416,0
3987,32,Low,37,Low,22050.07,High,906,0
3988,36,Low,47,Low,8612.99,Medium,1395,0
3989,45,Low,27,Low,3571.27,Medium,2306,0
3990,56,Medium,30,Low,4783.12,Medium,2243,0
3991,50,Low,38,Low,4714.82,Medium,2306,0
3992,319,High,21,Low,752.22,Low,208,1
3993,202,High,37,Low,4842.92,Medium,1558,1
3994,62,Medium,33,Low,5170.16,Medium,934,0
3995,39,Low,31,Low,10731.14,High,2256,0
3996,189,High,17,Low,683.18,Low,264,1
3997,152,High,23,Low,3205.66,Medium,1675,0
3998,359,High,17,Low,251,Low,1,1
3999,69,Medium,43,Low,9438.84,Medium,2234,1
4000,31,Low,45,Low,5822.22,Medium,2392,0
